Type,Dur,Delta,Sur,Goal
fronted,0.147473531,6.280014405,fronted,info-seeking
fronted,0.164578659,15.95331235,fronted,info-seeking
fronted,0.095368979,-18.60280989,fronted,info-seeking
fronted,0.111258535,22.9126489,fronted,info-seeking
fronted,0.106299385,-16.74348959,fronted,info-seeking
fronted,0.160487622,-49.35548716,fronted,info-seeking
fronted,0.033194932,5.883861258,fronted,info-seeking
fronted,0.073634957,70.72956914,fronted,info-seeking
fronted,0.133023278,29.88798634,fronted,info-seeking
fronted,0.077960959,42.88448828,fronted,info-seeking
fronted,0.17721074,14.11910985,fronted,info-seeking
fronted,0.132644578,-20.38995244,fronted,info-seeking
fronted,0.054769887,-5.896063968,fronted,info-seeking
fronted,0.132482222,-8.428980771,fronted,info-seeking
fronted,0.080749286,-15.40104313,fronted,info-seeking
fronted,0.126395623,26.43687397,fronted,info-seeking
fronted,0.241958255,-41.39352286,fronted,info-seeking
fronted,0.157018574,32.22275411,fronted,info-seeking
fronted,0.103590015,32.14377829,fronted,info-seeking
fronted,0.060515692,-41.43846816,fronted,info-seeking
fronted,0.1449054,24.12981471,fronted,info-seeking
fronted,0.088689083,88.00796234,fronted,info-seeking
fronted,0.172318253,-18.55850926,fronted,info-seeking
fronted,0.163789434,31.45717814,fronted,info-seeking
fronted,0.16500242,-26.58410802,fronted,info-seeking
fronted,0.046102277,40.93888826,fronted,info-seeking
fronted,0.073651395,10.22978948,fronted,info-seeking
fronted,0.079418117,60.24444372,fronted,info-seeking
fronted,0.078607711,-50.7254765,fronted,info-seeking
fronted,0.142151919,-0.511685208,fronted,info-seeking
fronted,0.088520236,-17.47802762,fronted,info-seeking
fronted,0.112575692,-5.71855042,fronted,info-seeking
fronted,0.176971629,-21.13981303,fronted,info-seeking
fronted,0.168013075,-28.42624461,fronted,info-seeking
fronted,0.114203356,21.96206538,fronted,info-seeking
fronted,0.119773937,-37.47743499,fronted,info-seeking
fronted,0.125078567,54.2557662,fronted,info-seeking
fronted,0.178801505,-40.99555301,fronted,info-seeking
fronted,0.221705721,4.923847177,fronted,info-seeking
fronted,0.096382794,20.33069441,fronted,info-seeking
fronted,0.130873839,22.24790338,fronted,info-seeking
fronted,0.09694488,-9.44557439,fronted,info-seeking
fronted,0.195466202,4.154152243,fronted,info-seeking
fronted,0.174352554,35.60791099,fronted,info-seeking
fronted,0.13803524,-50.63611305,fronted,info-seeking
fronted,0.195793295,-26.56761623,fronted,info-seeking
fronted,0.214749826,12.74742803,fronted,info-seeking
fronted,0.086710112,-14.54785838,fronted,info-seeking
fronted,0.066749714,50.18824341,fronted,info-seeking
fronted,0.165794406,25.33415511,fronted,info-seeking
fronted,0.133797235,3.892479652,fronted,info-seeking
fronted,0.187993267,-52.46574233,fronted,info-seeking
fronted,0.105643261,2.249212124,fronted,info-seeking
fronted,0.125109315,-9.968840445,fronted,info-seeking
fronted,0.164118787,-2.332660586,fronted,info-seeking
fronted,0.167994143,-40.82977724,fronted,info-seeking
fronted,0.16872435,19.10606403,fronted,info-seeking
fronted,0.108210133,-35.7429376,fronted,info-seeking
fronted,0.095292004,-6.751497361,fronted,info-seeking
fronted,0.099938012,14.92420196,fronted,info-seeking
fronted,0.168190256,-26.63097763,fronted,info-seeking
fronted,0.203148291,22.11436767,fronted,info-seeking
fronted,0.105814466,-45.64369943,fronted,info-seeking
fronted,0.151867196,-98.91063992,fronted,info-seeking
fronted,0.119432588,17.90427901,fronted,info-seeking
fronted,0.064554761,31.30147112,fronted,info-seeking
fronted,0.166728103,-8.878338184,fronted,info-seeking
fronted,0.061779688,19.30109962,fronted,info-seeking
fronted,0.150298028,-39.91506795,fronted,info-seeking
fronted,0.156741353,-3.217389652,fronted,info-seeking
fronted,0.146426399,-67.93865154,fronted,info-seeking
fronted,0.092989687,43.45264919,fronted,info-seeking
fronted,0.116590318,67.6639587,fronted,info-seeking
fronted,0.15636837,39.62979921,fronted,info-seeking
fronted,0.13504374,0.342678039,fronted,info-seeking
fronted,0.244619344,0.129266319,fronted,info-seeking
fronted,0.157750439,-52.76218992,fronted,info-seeking
fronted,0.092868631,29.5123926,fronted,info-seeking
fronted,0.131041628,-6.199016662,fronted,info-seeking
fronted,0.092994111,-22.10881822,fronted,info-seeking
fronted,0.10874133,-49.05087439,fronted,info-seeking
fronted,0.092253818,-9.374797238,fronted,info-seeking
fronted,0.09607149,-28.9690932,fronted,info-seeking
fronted,0.208552465,-12.8444662,fronted,info-seeking
fronted,0.130559573,-42.11541286,fronted,info-seeking
fronted,0.028916129,61.51698031,fronted,info-seeking
fronted,0.144590768,0.747353111,fronted,info-seeking
fronted,0.090783199,39.66305971,fronted,info-seeking
fronted,0.134701896,-91.48829966,fronted,info-seeking
fronted,0.097755949,-14.84806185,fronted,info-seeking
fronted,0.139677959,-22.7772689,fronted,info-seeking
fronted,0.162217925,-42.30539903,fronted,info-seeking
fronted,0.105527022,56.48801986,fronted,info-seeking
fronted,0.122246219,-49.16702229,fronted,info-seeking
fronted,0.127657637,12.67563587,fronted,info-seeking
fronted,0.11299905,31.51181723,fronted,info-seeking
fronted,0.099846894,7.674485314,fronted,info-seeking
fronted,0.165679618,-29.90346888,fronted,info-seeking
fronted,0.058551523,34.89094768,fronted,info-seeking
fronted,0.013196675,7.403287791,fronted,info-seeking
fronted,0.057967271,-36.61837916,fronted,info-seeking
fronted,0.154122023,-48.19557833,fronted,info-seeking
fronted,0.193097147,75.75450229,fronted,info-seeking
fronted,0.12389357,-22.88503071,fronted,info-seeking
fronted,0.093124578,-64.87281629,fronted,info-seeking
fronted,0.079281457,20.34032464,fronted,info-seeking
fronted,0.178331417,12.3845676,fronted,info-seeking
fronted,0.185773201,-46.97508186,fronted,info-seeking
fronted,0.129986882,-67.98995209,fronted,info-seeking
fronted,0.091758557,-2.830507886,fronted,info-seeking
fronted,0.069917779,41.96212548,fronted,info-seeking
fronted,0.076616978,24.00965943,fronted,info-seeking
fronted,0.171965494,-16.26561572,fronted,info-seeking
fronted,0.191350087,-28.43853368,fronted,info-seeking
fronted,0.216570655,10.98755595,fronted,info-seeking
fronted,0.095476147,6.931203332,fronted,info-seeking
fronted,0.076099525,23.78092348,fronted,info-seeking
fronted,0.108021269,-12.80052077,fronted,info-seeking
fronted,0.165428646,33.39948402,fronted,info-seeking
fronted,0.051750693,-28.31811242,fronted,info-seeking
fronted,0.141718672,-10.47283316,fronted,info-seeking
fronted,0.029146023,27.7441139,fronted,info-seeking
fronted,0.086673842,36.6319292,fronted,info-seeking
fronted,0.078753445,-67.83116422,fronted,info-seeking
fronted,0.104318395,5.141818835,fronted,info-seeking
fronted,0.119525199,23.03423136,fronted,info-seeking
fronted,0.181661425,-50.43485906,fronted,info-seeking
fronted,0.144464684,18.46281467,fronted,info-seeking
fronted,0.129980102,-28.2240203,fronted,info-seeking
fronted,0.099486531,37.71211458,fronted,info-seeking
fronted,0.118555091,20.52663367,fronted,info-seeking
fronted,0.123755446,28.75141793,fronted,info-seeking
fronted,0.111340847,5.624417099,fronted,info-seeking
fronted,0.139796859,32.125806,fronted,info-seeking
fronted,0.136290907,50.56318509,fronted,info-seeking
fronted,0.176252223,71.45717579,fronted,info-seeking
fronted,0.08039712,0.305279122,fronted,info-seeking
fronted,0.136601739,-78.90880156,fronted,info-seeking
fronted,0.124986002,2.442761981,fronted,info-seeking
fronted,0.15546756,8.650862446,fronted,info-seeking
fronted,0.13441045,-4.223214108,fronted,info-seeking
fronted,0.169373518,21.58989008,fronted,info-seeking
fronted,0.164076623,37.37057268,fronted,info-seeking
fronted,0.218244345,-17.15899801,fronted,info-seeking
fronted,0.075925034,-9.172644502,fronted,info-seeking
fronted,0.111947954,15.5098012,fronted,info-seeking
fronted,0.179626687,-18.3091019,fronted,info-seeking
fronted,0.064069741,4.573812102,fronted,info-seeking
fronted,0.106349246,-68.65883989,fronted,info-seeking
fronted,0.0940186,-38.63030757,fronted,info-seeking
fronted,0.142568024,-46.04481978,fronted,info-seeking
fronted,0.148388867,-29.13183501,fronted,info-seeking
fronted,0.131387695,-23.41301632,fronted,info-seeking
fronted,0.098563832,14.95556806,fronted,info-seeking
fronted,0.074693401,36.35159842,fronted,info-seeking
fronted,0.049882921,-24.62868279,fronted,info-seeking
fronted,0.153692544,-34.2405354,fronted,info-seeking
fronted,0.178588781,-35.8403915,fronted,info-seeking
fronted,0.119556199,-13.47081307,fronted,info-seeking
fronted,-0.023380879,-7.208371305,fronted,info-seeking
fronted,0.138146613,18.56953999,fronted,info-seeking
fronted,0.068193101,-10.14396338,fronted,info-seeking
fronted,0.149313985,-72.82460572,fronted,info-seeking
fronted,0.145090115,-1.943409076,fronted,info-seeking
fronted,0.146266715,43.66690098,fronted,info-seeking
fronted,0.122043397,43.8243659,fronted,info-seeking
fronted,0.047832329,-26.82532205,fronted,info-seeking
fronted,0.118732066,-53.89330273,fronted,info-seeking
fronted,0.078228632,89.00083435,fronted,info-seeking
fronted,0.08181672,-4.475658355,fronted,info-seeking
fronted,0.021557353,-2.158070724,fronted,info-seeking
fronted,0.080288549,16.32067764,fronted,info-seeking
fronted,0.203034148,-56.25698048,fronted,info-seeking
fronted,0.176992239,-24.65846121,fronted,info-seeking
fronted,0.210321884,-53.63166294,fronted,info-seeking
fronted,0.264667751,-23.40549898,fronted,info-seeking
fronted,0.057701209,5.557703296,fronted,info-seeking
fronted,0.155843069,-47.36302019,fronted,info-seeking
fronted,0.097400958,22.36373344,fronted,info-seeking
fronted,0.061647341,11.63949917,fronted,info-seeking
fronted,0.15309769,-30.93650168,fronted,info-seeking
fronted,0.125941411,9.391529107,fronted,info-seeking
fronted,0.098323885,28.00334093,fronted,info-seeking
fronted,0.101888264,39.1690184,fronted,info-seeking
fronted,0.16037766,-6.2744232,fronted,info-seeking
fronted,0.08650509,-2.021989092,fronted,info-seeking
fronted,0.095423967,-1.775045618,fronted,info-seeking
fronted,0.123818785,52.73726032,fronted,info-seeking
fronted,0.171563818,41.45117533,fronted,info-seeking
fronted,0.083927581,31.08251459,fronted,info-seeking
fronted,0.054268585,-8.931705275,fronted,info-seeking
fronted,0.051349135,14.63224173,fronted,info-seeking
fronted,0.075723401,15.70413582,fronted,info-seeking
fronted,0.152788515,-35.83984198,fronted,info-seeking
fronted,0.160526723,-60.33299391,fronted,info-seeking
fronted,0.144609957,24.21321563,fronted,info-seeking
fronted,0.153163283,-53.2345851,fronted,info-seeking
fronted,0.0868033,1.3782339,fronted,info-seeking
fronted,0.10678871,10.24488944,fronted,info-seeking
fronted,0.206700017,21.43218647,fronted,info-seeking
fronted,0.209850719,8.075316105,fronted,info-seeking
fronted,0.128053938,-24.82379845,fronted,info-seeking
fronted,0.106156065,36.50331109,fronted,info-seeking
fronted,0.21931747,63.33784759,fronted,info-seeking
fronted,0.153812137,32.75114354,fronted,info-seeking
fronted,0.135137718,-68.01472437,fronted,info-seeking
fronted,0.039336514,51.24312128,fronted,info-seeking
fronted,0.219161163,-0.68139528,fronted,info-seeking
fronted,0.17788765,20.04266489,fronted,info-seeking
fronted,0.168636878,23.50704002,fronted,info-seeking
fronted,0.113443251,-2.130755464,fronted,info-seeking
fronted,0.105742343,-1.366571431,fronted,info-seeking
fronted,0.12870348,37.67302712,fronted,info-seeking
fronted,0.193712588,26.70209339,fronted,info-seeking
fronted,0.143945962,36.6423093,fronted,info-seeking
fronted,0.129594106,86.32071176,fronted,info-seeking
fronted,0.125771163,25.01888174,fronted,info-seeking
fronted,0.040909519,8.715757457,fronted,info-seeking
fronted,0.171368232,-77.5383676,fronted,info-seeking
fronted,0.096309507,97.3356055,fronted,info-seeking
fronted,0.159160971,-15.89960764,fronted,info-seeking
fronted,0.16259706,86.02849897,fronted,info-seeking
fronted,0.08741799,14.68226588,fronted,info-seeking
fronted,0.159989109,56.19627641,fronted,info-seeking
fronted,-0.010496101,-2.595377034,fronted,info-seeking
fronted,0.112672526,19.56310006,fronted,info-seeking
fronted,0.116578799,8.950379146,fronted,info-seeking
fronted,0.125870707,-5.321018433,fronted,info-seeking
fronted,0.032790782,-2.976463894,fronted,info-seeking
fronted,0.081041301,37.44747533,fronted,info-seeking
fronted,0.134929113,-5.86812593,fronted,info-seeking
fronted,0.193723536,-71.36895778,fronted,info-seeking
fronted,0.173056972,-5.669466667,fronted,info-seeking
fronted,0.1549736,20.57332045,fronted,info-seeking
fronted,0.057458717,23.30805711,fronted,info-seeking
fronted,0.125488595,23.31207093,fronted,info-seeking
fronted,0.171186081,-59.04157707,fronted,info-seeking
fronted,0.079899662,14.47174861,fronted,info-seeking
fronted,0.048383411,35.84313871,fronted,info-seeking
fronted,0.144793659,46.85564122,fronted,info-seeking
fronted,0.144511936,-6.706515097,fronted,info-seeking
fronted,0.106982705,-10.16420709,fronted,info-seeking
fronted,0.109711181,54.39156059,fronted,info-seeking
fronted,0.114612591,-58.17928586,fronted,info-seeking
fronted,0.041552968,-14.26420865,fronted,info-seeking
fronted,0.120508964,17.63653226,fronted,info-seeking
fronted,0.147511554,-56.39020106,fronted,info-seeking
fronted,0.09545997,11.29291657,fronted,info-seeking
fronted,0.108799054,68.3043728,fronted,info-seeking
fronted,0.090793919,1.173325588,fronted,info-seeking
fronted,0.134225576,-8.614683205,fronted,info-seeking
fronted,0.095953561,18.25898119,fronted,info-seeking
fronted,0.199152152,-8.636719063,fronted,info-seeking
fronted,0.114108753,30.33337753,fronted,info-seeking
fronted,0.139080751,33.58073968,fronted,info-seeking
fronted,0.178851208,1.414210084,fronted,info-seeking
fronted,0.150455552,-40.65616553,fronted,info-seeking
fronted,0.113526864,-45.70470758,fronted,info-seeking
fronted,0.121372457,-19.83491334,fronted,info-seeking
fronted,0.081304121,29.76191766,fronted,info-seeking
fronted,0.090994258,-68.53390661,fronted,info-seeking
fronted,0.095877065,-65.9698388,fronted,info-seeking
fronted,0.142049246,-22.00310921,fronted,info-seeking
fronted,0.182437924,15.38684428,fronted,info-seeking
fronted,0.141953486,-31.27006897,fronted,info-seeking
fronted,0.057526996,32.94982061,fronted,info-seeking
fronted,0.124445495,13.20998362,fronted,info-seeking
fronted,0.201863157,-4.768768556,fronted,info-seeking
fronted,0.090928646,30.52698875,fronted,info-seeking
fronted,0.104470178,15.17173927,fronted,info-seeking
fronted,0.144102345,-14.58897668,fronted,info-seeking
fronted,0.110962906,9.562391921,fronted,info-seeking
fronted,0.049730655,24.41592753,fronted,info-seeking
fronted,0.055423172,14.02732244,fronted,info-seeking
fronted,0.148469584,-22.15401183,fronted,info-seeking
fronted,0.113936826,31.82451078,fronted,info-seeking
fronted,0.182572571,42.44513984,fronted,info-seeking
fronted,0.154273276,11.17331215,fronted,info-seeking
fronted,0.022734038,6.458587062,fronted,info-seeking
fronted,0.049187175,-1.379492812,fronted,info-seeking
fronted,0.115286219,78.41908822,fronted,info-seeking
fronted,0.152562981,11.17477343,fronted,info-seeking
fronted,0.188650153,-4.328385988,fronted,info-seeking
fronted,0.037889674,-88.14298274,fronted,info-seeking
fronted,0.12794183,-54.5177379,fronted,info-seeking
fronted,0.150574107,-1.452529922,fronted,info-seeking
fronted,0.067318513,8.676984365,fronted,info-seeking
fronted,0.172286598,11.19464418,fronted,info-seeking
fronted,0.079511319,30.62253743,fronted,info-seeking
fronted,0.052888499,-5.60753753,fronted,info-seeking
fronted,0.12181048,44.64436498,fronted,info-seeking
fronted,0.058106473,-31.55367556,fronted,info-seeking
fronted,0.0996012,-41.78876639,fronted,info-seeking
fronted,0.163743954,-42.52156781,fronted,info-seeking
fronted,0.087512199,27.79700976,fronted,info-seeking
fronted,0.155973104,-1.639687787,fronted,info-seeking
fronted,0.140843485,29.49216239,fronted,info-seeking
fronted,0.085763323,-8.231310946,fronted,info-seeking
fronted,0.148885822,-19.79548088,fronted,info-seeking
fronted,0.125263475,-11.82149975,fronted,info-seeking
fronted,0.086378604,-64.76741463,fronted,info-seeking
fronted,0.188802885,-40.40371365,fronted,info-seeking
fronted,0.055223103,-50.12134649,fronted,info-seeking
fronted,0.013939266,38.92739672,fronted,info-seeking
fronted,0.096105094,-19.98947366,fronted,info-seeking
fronted,0.094525161,29.47937932,fronted,info-seeking
fronted,0.1333063,55.41365257,fronted,info-seeking
fronted,0.098899883,-5.522714858,fronted,info-seeking
fronted,0.143273172,11.44456815,fronted,info-seeking
fronted,0.12099418,-61.14499273,fronted,info-seeking
fronted,0.160894697,-27.88497413,fronted,info-seeking
fronted,0.082535578,3.323440315,fronted,info-seeking
fronted,0.08532687,11.98704717,fronted,info-seeking
fronted,0.066923825,-25.77068686,fronted,info-seeking
fronted,0.004006335,97.09105699,fronted,info-seeking
fronted,0.156113021,-15.03326634,fronted,info-seeking
fronted,0.073857395,3.609834292,fronted,info-seeking
fronted,0.18523129,24.49723521,fronted,info-seeking
fronted,0.143554978,0.390063476,fronted,info-seeking
fronted,0.080430176,-21.63883,fronted,info-seeking
fronted,0.148738399,38.60579068,fronted,info-seeking
fronted,0.091722868,58.94707217,fronted,info-seeking
fronted,0.165048616,0.258963522,fronted,info-seeking
fronted,0.134704469,21.37509462,fronted,info-seeking
fronted,0.123925111,-2.15666582,fronted,info-seeking
fronted,0.142856337,37.57665119,fronted,info-seeking
fronted,0.224568708,-39.92400044,fronted,info-seeking
fronted,0.091142918,84.10670024,fronted,info-seeking
fronted,0.102917617,-20.2106766,fronted,info-seeking
fronted,0.126034312,-50.72113858,fronted,info-seeking
fronted,0.147626053,-11.19957151,fronted,info-seeking
fronted,0.076406102,6.551481079,fronted,info-seeking
fronted,0.056193625,59.23514311,fronted,info-seeking
fronted,0.229034839,33.82240571,fronted,info-seeking
fronted,0.065567101,6.399873029,fronted,info-seeking
fronted,0.218345623,-48.24673407,fronted,info-seeking
fronted,0.144691272,-29.57466332,fronted,info-seeking
fronted,0.176214058,-4.50642166,fronted,info-seeking
fronted,0.131629462,92.38841065,fronted,info-seeking
fronted,0.072004208,-65.03890453,fronted,info-seeking
fronted,0.086382266,41.66457045,fronted,info-seeking
fronted,0.101396767,-17.48905017,fronted,info-seeking
fronted,0.208768889,60.7465665,fronted,info-seeking
fronted,0.120630933,-39.31879408,fronted,info-seeking
fronted,0.089581731,6.441428562,fronted,info-seeking
fronted,0.088113167,-37.90443773,fronted,info-seeking
fronted,0.161234521,33.54796111,fronted,info-seeking
fronted,0.064077487,54.2467834,fronted,info-seeking
fronted,0.173442761,70.90330374,fronted,info-seeking
fronted,0.030651871,29.76975981,fronted,info-seeking
fronted,0.145379861,67.07022724,fronted,info-seeking
fronted,0.074304655,45.77996022,fronted,info-seeking
fronted,0.10681418,-3.38599497,fronted,info-seeking
fronted,0.168968072,18.33481789,fronted,info-seeking
fronted,0.073381098,-33.3543033,fronted,info-seeking
fronted,0.12102152,-5.288254176,fronted,info-seeking
fronted,0.071918141,44.8717566,fronted,info-seeking
fronted,0.106350315,20.62658644,fronted,info-seeking
fronted,0.075498519,17.63278583,fronted,info-seeking
fronted,0.128298609,-35.71348991,fronted,info-seeking
fronted,0.071896703,-20.24571222,fronted,info-seeking
fronted,0.144263024,-25.95644319,fronted,info-seeking
fronted,0.092520868,15.41896524,fronted,info-seeking
fronted,0.110629937,-34.01469619,fronted,info-seeking
fronted,0.075868797,21.36702148,fronted,info-seeking
fronted,0.160059179,-38.50603819,fronted,info-seeking
fronted,0.09818561,66.54456913,fronted,info-seeking
fronted,0.145671447,17.74816352,fronted,info-seeking
fronted,0.082666678,-23.68766482,fronted,info-seeking
fronted,0.150137568,9.916653986,fronted,info-seeking
fronted,0.040014965,-11.25436424,fronted,info-seeking
fronted,0.079962524,14.55757071,fronted,info-seeking
fronted,0.119930106,10.00535468,fronted,info-seeking
fronted,0.070711128,-34.85678535,fronted,info-seeking
fronted,0.13150644,-26.90915515,fronted,info-seeking
fronted,0.09153059,12.00512618,fronted,info-seeking
fronted,0.08269186,59.78558494,fronted,info-seeking
fronted,0.092149392,40.00807214,fronted,info-seeking
fronted,0.155013155,-20.96105847,fronted,info-seeking
fronted,0.175296596,30.78008815,fronted,info-seeking
fronted,0.203049877,-0.414305275,fronted,info-seeking
fronted,0.140922192,12.06649085,fronted,info-seeking
fronted,0.086047091,10.60565445,fronted,info-seeking
fronted,0.112502904,93.18829128,fronted,info-seeking
fronted,0.188818161,-40.96281242,fronted,info-seeking
fronted,0.015890603,4.918119589,fronted,info-seeking
fronted,0.101168044,-62.17625141,fronted,info-seeking
fronted,0.022213355,22.35848184,fronted,info-seeking
fronted,0.053773827,40.43581694,fronted,info-seeking
fronted,0.139434069,52.88710129,fronted,info-seeking
fronted,0.156288288,-67.35459575,fronted,info-seeking
fronted,0.187746019,16.04229643,fronted,info-seeking
fronted,0.072764772,58.1560396,fronted,info-seeking
fronted,0.045760776,-13.45039446,fronted,info-seeking
fronted,0.167455166,-6.249531985,fronted,info-seeking
fronted,0.17972461,0.014857845,fronted,info-seeking
fronted,0.075537816,14.33893178,fronted,info-seeking
fronted,0.189433343,25.04543579,fronted,info-seeking
fronted,0.017697772,48.32678369,fronted,info-seeking
fronted,0.094208859,-2.08800805,fronted,info-seeking
fronted,0.202736934,8.319728685,fronted,info-seeking
fronted,0.084409355,90.06874664,fronted,info-seeking
fronted,0.112693362,16.69611785,fronted,info-seeking
fronted,0.239309661,8.051311122,fronted,info-seeking
fronted,0.133770086,-46.56161766,fronted,info-seeking
fronted,0.149616463,1.420067542,fronted,info-seeking
fronted,0.165919157,-6.576840331,fronted,info-seeking
fronted,0.10970113,0.924158161,fronted,info-seeking
fronted,0.084476939,-19.20782664,fronted,info-seeking
fronted,0.042898947,-23.18156803,fronted,info-seeking
fronted,0.254416824,-24.39285285,fronted,info-seeking
fronted,0.086835955,-6.333519841,fronted,info-seeking
fronted,0.156566631,50.12150954,fronted,info-seeking
fronted,0.056895532,38.74064296,fronted,info-seeking
fronted,0.107254331,-11.5226674,fronted,info-seeking
fronted,0.064426735,-58.82097013,fronted,info-seeking
fronted,0.199677195,-28.80934393,fronted,info-seeking
fronted,0.100814661,-15.01081956,fronted,info-seeking
fronted,0.106063812,5.015099746,fronted,info-seeking
fronted,0.07561815,-22.31801212,fronted,info-seeking
fronted,0.116596316,72.89945611,fronted,info-seeking
fronted,0.067887799,-8.394016546,fronted,info-seeking
fronted,0.152294016,-41.98501034,fronted,info-seeking
fronted,0.143092895,-3.720829663,fronted,info-seeking
fronted,0.127861692,-34.54512559,fronted,info-seeking
fronted,0.171766433,6.888498566,fronted,info-seeking
fronted,0.141467996,9.652243687,fronted,info-seeking
fronted,0.064596405,14.00250663,fronted,info-seeking
fronted,0.053898314,-56.53592165,fronted,info-seeking
fronted,0.065451544,9.191268497,fronted,info-seeking
fronted,0.13932724,12.39240046,fronted,info-seeking
fronted,0.11692952,-49.37486434,fronted,info-seeking
fronted,0.108893044,35.39748788,fronted,info-seeking
fronted,0.176021612,29.29073176,fronted,info-seeking
fronted,0.090616512,83.34900705,fronted,info-seeking
fronted,0.159892066,6.90801824,fronted,info-seeking
fronted,0.172209211,2.985247285,fronted,info-seeking
fronted,0.085265852,4.763533795,fronted,info-seeking
fronted,0.15493746,3.806854153,fronted,info-seeking
fronted,0.142704681,-64.61957783,fronted,info-seeking
fronted,0.18151291,-58.29338463,fronted,info-seeking
fronted,0.119080927,-1.447748548,fronted,info-seeking
fronted,0.101895476,-19.40935738,fronted,info-seeking
fronted,0.096399162,3.270709352,fronted,info-seeking
fronted,0.189895675,-73.99173573,fronted,info-seeking
fronted,0.072011225,-52.1426177,fronted,info-seeking
fronted,0.05750212,-37.97337953,fronted,info-seeking
fronted,0.095353863,36.49233477,fronted,info-seeking
fronted,0.122193012,-37.86658511,fronted,info-seeking
fronted,0.123724065,-27.20166569,fronted,info-seeking
fronted,0.10807342,4.167396458,fronted,info-seeking
fronted,0.105480488,-10.19466287,fronted,info-seeking
fronted,0.113399785,6.54109794,fronted,info-seeking
fronted,0.071364465,83.54314916,fronted,info-seeking
fronted,0.146299965,-38.79809291,fronted,info-seeking
fronted,0.068859975,-9.578384659,fronted,info-seeking
fronted,0.127073371,-17.11539259,fronted,info-seeking
fronted,0.194359548,55.26758508,fronted,info-seeking
fronted,0.132067836,-26.1304838,fronted,info-seeking
fronted,0.10016619,-1.609984375,fronted,info-seeking
fronted,0.055385035,29.39639032,fronted,info-seeking
fronted,0.126592513,-36.44331085,fronted,info-seeking
fronted,0.202170578,60.36077495,fronted,info-seeking
fronted,0.115631204,25.42362782,fronted,info-seeking
fronted,0.18774367,-37.00034586,fronted,info-seeking
fronted,0.164905,17.53365586,fronted,info-seeking
fronted,0.172559179,-6.290788894,fronted,info-seeking
fronted,0.157445966,12.4915245,fronted,info-seeking
fronted,0.066787399,-1.891378851,fronted,info-seeking
fronted,0.153053367,39.505083,fronted,info-seeking
fronted,0.153087268,-46.87756501,fronted,info-seeking
fronted,0.11636888,-17.32433165,fronted,info-seeking
fronted,0.079996838,-7.570828185,fronted,info-seeking
fronted,0.161322919,-34.20342619,fronted,info-seeking
fronted,0.169400178,-35.77854577,fronted,info-seeking
fronted,0.146454031,0.676805554,fronted,info-seeking
fronted,0.1790001,-3.396688379,fronted,info-seeking
fronted,0.096656068,-89.62065996,fronted,info-seeking
fronted,0.21872719,38.43700123,fronted,info-seeking
fronted,0.144787703,10.22627426,fronted,info-seeking
fronted,0.172006455,87.50789224,fronted,info-seeking
fronted,0.210611753,25.76023855,fronted,info-seeking
fronted,0.123309516,-14.62551891,fronted,info-seeking
fronted,0.024634818,101.1052501,fronted,info-seeking
fronted,0.019689241,102.3478607,fronted,info-seeking
fronted,0.158040544,-42.15506737,fronted,info-seeking
fronted,0.151264408,18.0492537,fronted,info-seeking
fronted,0.148924811,-6.217302841,fronted,info-seeking
fronted,0.085300139,7.99056562,fronted,info-seeking
fronted,0.243524759,9.434995279,fronted,info-seeking
fronted,0.119106755,-43.69567901,fronted,info-seeking
fronted,0.138586398,11.50558939,fronted,info-seeking
fronted,0.143469129,63.71643357,fronted,info-seeking
fronted,0.219684084,-4.535130181,fronted,info-seeking
fronted,0.132437432,-4.493653021,fronted,info-seeking
fronted,0.190087679,51.20733397,fronted,info-seeking
fronted,0.114855573,33.36530627,fronted,info-seeking
fronted,0.177515739,-57.48605995,fronted,info-seeking
fronted,0.117139141,9.471147016,fronted,info-seeking
fronted,0.085833686,60.30265539,fronted,info-seeking
fronted,0.134457158,51.8031904,fronted,info-seeking
fronted,0.167420643,16.29848833,fronted,info-seeking
fronted,0.145151121,27.04520256,fronted,info-seeking
fronted,0.162938699,-41.37826254,fronted,info-seeking
fronted,0.191180793,12.02433522,fronted,info-seeking
fronted,0.166517539,-32.72841675,fronted,info-seeking
fronted,0.134157125,-15.01999886,fronted,info-seeking
fronted,0.12452207,34.69255306,fronted,info-seeking
fronted,0.114157462,-39.23648256,fronted,info-seeking
fronted,0.056480967,10.83953728,fronted,info-seeking
fronted,0.101643145,16.59741639,fronted,info-seeking
fronted,0.049237045,3.276957326,fronted,info-seeking
fronted,0.138242756,66.31836239,fronted,info-seeking
fronted,0.06377517,-35.15047576,fronted,info-seeking
fronted,0.087658124,22.93973948,fronted,info-seeking
fronted,0.179628551,-1.854090479,fronted,info-seeking
fronted,0.103745734,-7.986094869,fronted,info-seeking
fronted,0.17750598,17.8730166,fronted,info-seeking
fronted,0.083309388,-35.08102843,fronted,info-seeking
fronted,0.157669917,-45.53455162,fronted,info-seeking
fronted,0.136513367,-16.32068073,fronted,info-seeking
fronted,0.140328631,63.80596069,fronted,info-seeking
fronted,0.162037417,3.307403015,fronted,info-seeking
fronted,0.036093079,13.14091941,fronted,info-seeking
fronted,0.074615172,-5.45393948,fronted,info-seeking
fronted,0.084761221,18.10134708,fronted,info-seeking
fronted,0.125101613,-32.62963755,fronted,info-seeking
fronted,0.076391294,42.62255497,fronted,info-seeking
